Transaction_ID,Order_Date,Customer_Reference_ID,Item_SKU,Quantity_Purchased,Total_Revenue_Logged,Marketing_Channel,Time_to_Ship_Days,Refund_Applied
T9012,2025-01-09,C4631,ACC-1,1,263.0 GHS,Organic,3,Y
T9013,30-Aug-2025,C3080,Wig-Tpart-12,3,700000 NGN,Google_Ads,22,N
T9014,2024-11-04,C465,acc-4,1,21.33 USD,Organic,4,N
T9015,01/09/24,C1800,ACC-10,3,681.0 GHS,Email,3,N
T9016,01-May-2025,C5880,Wig-HDC-24,3,28500.0 GHS,Google_Ads,28,NULL
T9017,29-Apr-2025,cust_4913,Wig-LUX-26,3,37500.0 GHS,Email,4,N
T9018,13-Aug-2024,cust_4729,Wig-UPART-28,2,19800.0 GHS,Referral,26,N
T9019,08-Jul-2024,C5296,Wig-Tpart-12,3,745.13 USD,Organic,6,N
T9020,2024-07-07,cust_899,ACC-11,3,537.0 GHS,Organic,3,N
T9021,2025-09-03,cust_327,ACC-16,3,756.0 GHS,Organic,7,N
T9022,20-Jul-2025,cust_1790,ACC-15,3,69.66 USD,Google_Ads,5,N
T9023,03/04/25,cust_1969,ACC-3,2,608.0 GHS,Referral,3,Y
T9024,03/09/25,cust_165,Wig-RED-14,3,21000.0 GHS,Organic,37,N
T9025,08/07/25,C3666,ACC-8,3,47800 NGN,Google_Ads,6,NULL
T9026,23/08/24,cust_3324,ACC-18,2,24266 NGN,Email,6,N
T9027,15/05/25,C2025,ACC-19,2,328.0 GHS,Google_Ads,3,TRUE
T9028,17/04/25,C4939,ACC-19,3,492.0 GHS,Organic,4,N
T9029,2025-05-15,cust_4378,Wig-STRA-16,3,19500.0 GHS,Organic,26,N
T9030,06-Oct-2025,C2100,Wig-BLOND-14,1,4500.0 GHS,Email,5,N
T9031,2024-11-23,C3439,Wig-OMBRE-22,3,20400.0 GHS,Email,6,N
T9032,18-Oct-2025,C4436,ACC-3,1,26.43 USD,Organic,4,N
T9033,2025-08-22,cust_629,Wig-SWISS-18,2,8400.0 GHS,Google_Ads,6,N
T9034,2025-11-06,cust_2711,ACC-11,1,179.0 GHS,Organic,6,N
T9035,01/09/25,C4132,acc-25,2,490.0 GHS,Organic,3,N
T9036,27/11/24,cust_1282,Wig-UPART-28,3,29700.0 GHS,Organic,32,N
T9037,22-Mar-2025,cust_1397,Wig-Short-10,1,3800.0 GHS,Organic,7,TRUE
T9038,09/03/25,cust_5410,ACC-1,1,263.0 GHS,Organic,5,N
T9039,27/07/25,C4202,Wig-STRA-16,2,13000.0 GHS,Meta Paid,37,Y
T9040,13/05/25,C4306,Wig-SWISS-18,3,12600.0 GHS,Google_Ads,6,N
T9041,24-Feb-2025,cust_4679,Wig-Short-10,2,506666 NGN,Referral,36,Y
T9042,11/08/25,cust_1947,Wig-Bone-30,1,7800.0 GHS,Meta Paid,3,N
T9043,20-Aug-2024,cust_397,Wig-OMBRE-22,2,13600.0 GHS,Organic,22,NULL
T9044,11-Oct-2025,C2585,ACC-9,2,618.0 GHS,Email,5,N
T9045,06/11/24,C453,ACC-18,3,546.0 GHS,Organic,3,TRUE
T9046,07/03/25,C2078,Wig-UPART-28,3,29700.0 GHS,Email,22,N
T9047,20/07/24,C1582,acc-4,2,44.3 USD,Referral,3,N
T9048,30-Jun-2025,cust_4613,Wig-SWISS-18,2,8400.0 GHS,Meta Paid,26,TRUE
T9049,03/08/24,cust_32,ACC-18,3,546.0 GHS,Email,7,N
T9050,2025-02-16,C5760,ACC-13,1,215.0 GHS,Referral,6,N
T9051,2025-06-02,cust_2380,ACC-5,3,822.0 GHS,Google_Ads,5,N
T9052,28-Jan-2025,C2315,Wig-LUX-26,2,25000.0 GHS,Organic,3,N
T9053,18-Jan-2025,cust_4730,acc-25,3,60.85 USD,Organic,4,N
T9054,28-Jan-2025,C46,Wig-SWISS-18,1,4200.0 GHS,Email,7,N
T9055,22-Aug-2024,cust_2779,ACC-11,3,537.0 GHS,Organic,4,N
T9056,15/01/25,C349,Wig-Tpart-12,1,3500.0 GHS,Email,3,N
T9057,2025-04-25,C417,Wig-HDC-24,2,1557.73 USD,Email,4,Y
T9058,2025-03-12,C1334,Wig-HDShort,2,866666 NGN,Organic,22,N
T9059,19-Jul-2024,C2703,Wig-RED-14,2,14000.0 GHS,Referral,41,Y
T9060,13/09/25,cust_4663,ACC-24,1,149.0 GHS,Organic,4,N
T9061,05-Nov-2024,cust_1665,Wig-BLOND-14,1,4500.0 GHS,Organic,3,N
T9062,2025-06-02,cust_819,Wig-Bone-30,1,7800.0 GHS,Google_Ads,7,N
T9063,2025-01-31,cust_1105,ACC-9,3,74.7 USD,Organic,5,NULL
T9064,2025-10-09,cust_4843,Wig-LUX-26,3,37500.0 GHS,Referral,40,N
T9065,02-Jul-2024,cust_1523,Wig-HDShort,2,13000.0 GHS,Organic,6,N
T9066,2025-09-19,cust_4367,Wig-UPART-28,3,29700.0 GHS,Referral,27,N
T9067,2024-11-01,C4839,ACC-18,3,546.0 GHS,Referral,7,TRUE
T9068,2025-09-18,C2114,Wig-Short-10,3,11400.0 GHS,Referral,34,Y
T9069,24-Jun-2025,C1234,ACC-12,1,158.0 GHS,Organic,7,N
T9070,2025-10-24,cust_2899,Wig-Tpart-12,3,10500.0 GHS,Organic,4,N
T9071,2025-10-10,C449,ACC-23,3,672.0 GHS,Referral,7,Y
T9072,27-Jun-2025,C1487,ACC-24,2,298.0 GHS,Google_Ads,3,N
T9073,24-Sep-2025,cust_3533,ACC-6,3,357.0 GHS,Email,4,Y
T9074,2025-04-18,C4210,Wig-WAVY-20,1,8000.0 GHS,Organic,4,N
T9075,13/08/25,cust_2303,ACC-8,2,43.2 USD,Meta Paid,3,N
T9076,30/12/24,C2016,ACC-3,1,24.47 USD,Organic,7,N
T9077,04/12/24,C2267,ACC-24,2,298.0 GHS,Organic,5,N
T9078,18/04/25,C2211,acc-25,2,36.66 USD,Organic,7,N
T9079,12-Oct-2024,C2412,Wig-LUX-26,1,840.2 USD,Organic,3,N
T9080,2025-05-01,cust_4744,ACC-3,3,912.0 GHS,Google_Ads,5,N
T9081,30-Aug-2025,cust_1123,Wig-LUX-26,1,12500.0 GHS,Meta Paid,7,N
T9082,2024-09-28,C3359,ACC-7,1,291.0 GHS,Organic,4,Y
T9083,17-Jul-2024,cust_2132,Wig-Bone-30,2,1085.57 USD,Email,3,N
T9084,10/07/25,cust_3836,Wig-SWISS-18,1,375.77 USD,Meta Paid,40,N
T9085,2024-07-23,cust_427,ACC-9,3,927.0 GHS,Referral,5,N
T9086,2025-05-29,cust_2035,ACC-8,3,717.0 GHS,Meta Paid,6,N
T9087,22/11/24,cust_2014,ACC-1,1,263.0 GHS,Organic,7,N
T9088,2025-07-18,cust_3977,ACC-17,1,16.61 USD,Google_Ads,5,N
T9089,10/10/25,C4871,Wig-Bone-30,3,1560000 NGN,Organic,5,N
T9090,2024-10-30,C4676,ACC-8,2,31.13 USD,Email,3,N
T9091,2025-07-13,cust_4326,ACC-13,3,645.0 GHS,Meta Paid,3,N
T9092,05/05/25,C200,Wig-Tpart-12,2,613.9 USD,Google_Ads,38,Y
T9093,23-Aug-2025,cust_5309,ACC-20,1,8.56 USD,Meta Paid,7,Y
T9094,16-Sep-2025,C300,Wig-OMBRE-22,2,1197.95 USD,Organic,3,Y
T9095,04/07/25,cust_1657,ACC-22,3,23600 NGN,Organic,3,N
T9096,2025-01-27,C1125,Wig-RED-14,3,21000.0 GHS,Organic,39,TRUE
T9097,12/01/25,C300,ACC-3,1,24.23 USD,Email,5,N
T9098,2025-03-23,C974,ACC-11,2,358.0 GHS,Referral,4,N
T9099,2025-04-17,C3260,ACC-22,1,7866 NGN,Email,4,N
T9100,2024-10-04,cust_3592,ACC-5,3,55.05 USD,Referral,7,NULL
T9101,2024-07-03,C2165,ACC-18,2,364.0 GHS,Organic,4,N
T9102,18-Aug-2025,cust_4118,acc-25,1,16333 NGN,Google_Ads,7,N
T9103,16-Mar-2025,C1742,Wig-CURL-32,1,14000.0 GHS,Organic,4,N
T9104,2025-10-28,cust_331,ACC-7,3,873.0 GHS,Referral,7,N
T9105,2024-11-10,cust_1837,ACC-7,2,582.0 GHS,Referral,7,Y
T9106,2025-02-12,C5391,ACC-19,3,32800 NGN,Email,3,Y
T9107,07-Oct-2025,cust_398,Wig-UPART-28,3,29700.0 GHS,Email,26,N
T9108,2024-07-09,cust_1233,ACC-19,1,164.0 GHS,Email,7,N
T9109,2025-06-29,cust_4727,Wig-LUX-26,3,37500.0 GHS,Google_Ads,4,N
T9110,08-Oct-2024,cust_3224,ACC-3,3,912.0 GHS,Referral,5,N
T9111,14/04/25,cust_3448,Wig-LUX-26,2,2028.19 USD,Organic,35,N
T9112,06-Mar-2025,cust_1611,ACC-18,2,30.25 USD,Email,3,N
T9113,2025-09-23,C3679,acc-4,1,327.0 GHS,Referral,4,N
T9114,20/10/25,cust_3222,ACC-10,2,30266 NGN,Organic,7,N
T9115,20-Jul-2024,cust_1129,Wig-LUX-26,3,2500000 NGN,Organic,29,TRUE
T9116,31-Aug-2024,C3659,ACC-8,1,239.0 GHS,Organic,6,N
T9117,2025-10-18,C4404,ACC-1,2,526.0 GHS,Organic,4,N
T9118,08/05/25,C2733,Wig-OMBRE-22,1,6800.0 GHS,Meta Paid,7,Y
T9119,2024-11-15,cust_1474,acc-4,2,654.0 GHS,Organic,7,N
T9120,2025-10-19,cust_2385,ACC-20,1,97.0 GHS,Organic,6,N
T9121,2025-01-13,cust_2291,ACC-3,2,608.0 GHS,Referral,3,N
T9122,25/04/25,cust_3076,ACC-5,1,18266 NGN,Email,6,N
T9123,01/07/24,cust_2219,ACC-2,3,462.0 GHS,Referral,5,N
T9124,14/03/25,cust_2790,ACC-22,2,236.0 GHS,Referral,3,N
T9125,21/07/24,C1386,ACC-20,1,97.0 GHS,Organic,5,N
T9126,21/09/25,C2524,ACC-6,3,357.0 GHS,Organic,4,N
T9127,14-Jan-2025,C5299,ACC-1,2,526.0 GHS,Referral,5,N
T9128,14-Jan-2025,C4548,ACC-7,1,19400 NGN,Organic,7,N
T9129,2025-08-15,cust_5327,Wig-RED-14,2,14000.0 GHS,Organic,3,N
T9130,01-May-2025,cust_154,Wig-UPART-28,-1,-9900.0 GHS,Meta Paid,21,N
T9131,16/03/25,cust_156,Wig-Short-10,2,7600.0 GHS,Email,30,N
T9132,25-Jul-2024,cust_2259,ACC-22,2,16.51 USD,Referral,4,N
T9133,13/10/25,C1917,ACC-16,1,252.0 GHS,Organic,6,N
T9134,2025-04-06,C4800,ACC-7,3,58200 NGN,Organic,4,Y
T9135,14-Sep-2024,cust_3320,ACC-15,2,554.0 GHS,Referral,4,N
T9136,04/07/24,cust_3437,ACC-7,3,873.0 GHS,Organic,5,N
T9137,2025-02-16,C2715,Wig-CURL-32,1,14000.0 GHS,Organic,5,N
T9138,25-Apr-2025,C1053,Wig-Short-10,3,11400.0 GHS,Email,3,TRUE
T9139,17/11/24,cust_5072,ACC-22,3,354.0 GHS,Organic,3,N
T9140,2025-06-02,cust_436,Wig-UPART-28,2,19800.0 GHS,Google_Ads,3,TRUE
T9141,16/11/24,cust_936,Wig-BLOND-14,2,9000.0 GHS,Organic,25,N
T9142,05/12/24,C2904,Wig-Tpart-12,1,3500.0 GHS,Organic,5,N
T9143,2025-06-01,cust_4806,ACC-11,3,537.0 GHS,Google_Ads,6,N
T9144,2024-09-08,cust_905,Wig-Short-10,3,11400.0 GHS,Organic,45,Y
T9145,31-Jul-2025,cust_651,Wig-SWISS-18,2,8400.0 GHS,Meta Paid,5,N
T9146,22-Jul-2025,cust_4804,Wig-HDShort,1,6500.0 GHS,Meta Paid,5,N
T9147,24/02/25,cust_337,ACC-8,1,18.5 USD,Organic,6,N
T9148,31-Jul-2024,C2315,Wig-LUX-26,2,25000.0 GHS,Organic,4,TRUE
T9149,18/07/24,cust_4855,acc-4,1,327.0 GHS,Organic,4,N
T9150,2025-03-27,C1562,ACC-18,3,546.0 GHS,Referral,7,N
T9151,2025-07-29,C4817,ACC-9,2,618.0 GHS,Google_Ads,3,N
T9152,30/04/25,C5103,ACC-17,3,582.0 GHS,Organic,4,N
T9153,14-Jan-2025,C709,Wig-WAVY-20,3,24000.0 GHS,Organic,4,N
T9154,2025-10-04,C5215,ACC-1,1,263.0 GHS,Email,7,TRUE
T9155,15/07/24,C2428,Wig-RED-14,20,140000.0 GHS,Referral,20,NULL
T9156,16-Jun-2025,C2644,Wig-Tpart-12,3,10500.0 GHS,Meta Paid,6,N
T9157,2025-10-08,C5296,Wig-UPART-28,3,2682.85 USD,Organic,5,N
T9158,18/10/24,C4919,ACC-1,1,263.0 GHS,Organic,7,N
T9159,2025-04-06,C2296,ACC-1,2,526.0 GHS,Organic,6,TRUE
T9160,2024-10-21,cust_3642,ACC-23,2,29866 NGN,Organic,5,N
T9161,2025-09-10,C5350,ACC-23,3,672.0 GHS,Organic,6,NULL
T9162,2025-05-26,C3632,ACC-14,3,351.0 GHS,Google_Ads,4,N
T9163,11/11/24,cust_4315,ACC-16,3,50.53 USD,Email,3,N
T9164,25-Aug-2024,cust_2203,Wig-LUX-26,2,25000.0 GHS,Referral,27,Y
T9165,2024-08-21,cust_3868,Wig-CURL-32,2,28000.0 GHS,Email,3,N
T9166,21-May-2025,cust_2136,ACC-5,2,548.0 GHS,Google_Ads,5,N
T9167,18-Oct-2025,C3223,ACC-9,2,55.29 USD,Email,5,N
T9168,2025-07-13,C5008,ACC-7,2,52.65 USD,Google_Ads,7,N
T9169,27/01/25,cust_3014,Wig-UPART-28,2,19800.0 GHS,Organic,3,N
T9170,2024-09-20,cust_510,ACC-18,1,182.0 GHS,Organic,3,N
T9171,2025-10-18,C709,ACC-24,1,149.0 GHS,Organic,3,NULL
T9172,2024-08-23,C2343,Wig-WAVY-20,2,16000.0 GHS,Organic,5,Y
T9173,01-Dec-2024,cust_2569,Wig-Short-10,3,11400.0 GHS,Referral,7,NULL
T9174,2025-04-29,C4205,ACC-24,1,149.0 GHS,Organic,4,TRUE
T9175,27-Jul-2024,cust_4486,ACC-8,3,717.0 GHS,Referral,6,N
T9176,21-May-2025,C2205,Wig-HDC-24,1,818.81 USD,Organic,3,N
T9177,13/08/25,cust_3009,ACC-23,1,224.0 GHS,Meta Paid,4,TRUE
T9178,12-Jul-2024,cust_4868,ACC-12,2,316.0 GHS,Organic,7,NULL
T9179,2025-07-24,C5277,acc-25,3,735.0 GHS,Meta Paid,6,NULL
T9180,07/09/24,cust_862,Wig-Tpart-12,1,3500.0 GHS,Referral,34,N
T9181,10/11/24,cust_3237,Wig-UPART-28,1,9900.0 GHS,Organic,4,N
T9182,2025-07-24,cust_849,ACC-14,2,234.0 GHS,Meta Paid,7,N
T9183,08/12/24,C3903,Wig-RED-14,1,527.77 USD,Organic,43,N
T9184,06-Jun-2025,C2159,ACC-5,3,822.0 GHS,Meta Paid,7,N
T9185,29-Apr-2025,C1740,ACC-19,1,12.22 USD,Email,3,N
T9186,2025-05-06,C720,ACC-9,1,309.0 GHS,Meta Paid,5,NULL
T9187,27/12/24,C3096,ACC-9,1,20600 NGN,Organic,7,N
T9188,30/10/24,cust_3530,ACC-21,1,276.0 GHS,Organic,5,N
T9189,2025-07-16,C5117,Wig-Short-10,3,11400.0 GHS,Google_Ads,5,N
T9190,23/09/24,cust_4046,ACC-15,1,277.0 GHS,Referral,4,NULL
T9191,2025-01-25,C4483,Wig-SWISS-18,2,8400.0 GHS,Organic,22,N
T9192,2025-10-29,cust_1463,ACC-3,3,912.0 GHS,Organic,6,N
T9193,13-Aug-2024,cust_1890,Wig-OMBRE-22,3,20400.0 GHS,Organic,43,N
T9194,03/01/25,cust_1105,ACC-20,2,15.35 USD,Email,5,NULL
T9195,07/03/25,cust_4233,Wig-WAVY-20,3,24000.0 GHS,Organic,7,NULL
T9196,2024-08-05,C5452,ACC-1,1,263.0 GHS,Email,7,N
T9197,14-Jun-2025,cust_4185,ACC-2,1,13.42 USD,Organic,3,N
T9198,2024-08-17,cust_1224,Wig-LUX-26,3,37500.0 GHS,Organic,5,N
T9199,23-Mar-2025,C4299,Wig-LUX-26,1,987.64 USD,Organic,36,NULL
T9200,2025-10-18,C1683,Wig-HDC-24,3,28500.0 GHS,Organic,20,N
T9201,26-Feb-2025,C3787,Wig-RED-14,1,7000.0 GHS,Organic,6,N
T9202,13/06/25,C2651,ACC-6,2,20.22 USD,Google_Ads,7,N
T9203,2025-04-18,C3228,ACC-16,1,252.0 GHS,Referral,7,N
T9204,11/09/24,cust_1820,Wig-Tpart-12,3,721.26 USD,Email,6,N
T9205,2025-05-11,C2275,ACC-22,3,354.0 GHS,Google_Ads,3,N
T9206,2025-10-22,C5130,ACC-18,3,546.0 GHS,Organic,6,N
T9207,2025-09-21,C4760,Wig-OMBRE-22,2,13600.0 GHS,Organic,36,NULL
T9208,2024-12-08,C5197,ACC-22,1,118.0 GHS,Organic,3,N
T9209,27-Jul-2024,C4062,Wig-SWISS-18,3,12600.0 GHS,Referral,7,N
T9210,08-Nov-2024,cust_4064,Wig-LUX-26,15,187500.0 GHS,Organic,7,NULL
T9211,10/05/25,cust_5275,ACC-3,3,912.0 GHS,Organic,7,N
T9212,07/10/24,C132,Wig-HDC-24,3,28500.0 GHS,Organic,7,TRUE
T9213,04-Aug-2024,cust_4017,Wig-HDShort,3,19500.0 GHS,Referral,26,N
T9214,2024-12-26,C4360,ACC-8,3,717.0 GHS,Referral,4,N
T9215,03-May-2025,C1551,ACC-12,1,158.0 GHS,Meta Paid,5,N
T9216,08-Sep-2025,cust_2813,ACC-11,2,358.0 GHS,Referral,5,Y
T9217,18-Sep-2025,C2264,Wig-SWISS-18,2,763.43 USD,Organic,6,N
T9218,2024-09-24,cust_924,ACC-8,2,478.0 GHS,Email,6,N
T9219,26-May-2025,cust_1036,Wig-SWISS-18,1,4200.0 GHS,Google_Ads,41,NULL
T9220,02-Aug-2025,C4818,ACC-15,3,73.17 USD,Meta Paid,5,N
T9221,17/10/24,C1483,Wig-WAVY-20,1,8000.0 GHS,Organic,7,Y
T9222,2025-05-25,C3995,ACC-18,2,364.0 GHS,Organic,4,TRUE
T9223,22-Sep-2024,cust_3937,ACC-22,3,24.1 USD,Organic,6,N
T9224,2025-08-27,cust_4886,Wig-HDC-24,2,19000.0 GHS,Google_Ads,6,NULL
T9225,2024-11-15,C1154,acc-25,1,245.0 GHS,Organic,5,TRUE
T9226,2025-09-11,cust_803,ACC-22,3,354.0 GHS,Organic,4,N
T9227,2025-02-28,C1251,ACC-5,3,822.0 GHS,Email,5,N
T9228,10-Aug-2024,C1603,ACC-21,1,276.0 GHS,Organic,3,TRUE
T9229,2024-09-15,cust_672,ACC-10,3,681.0 GHS,Email,3,NULL
T9230,2024-11-18,cust_4179,ACC-21,1,276.0 GHS,Organic,7,N
T9231,2025-02-23,C3776,ACC-5,2,548.0 GHS,Email,7,N
T9232,08-Jan-2025,C1464,ACC-14,1,117.0 GHS,Organic,5,N
T9233,19/04/25,cust_3258,Wig-WAVY-20,2,16000.0 GHS,Organic,32,N
T9234,03/10/24,C885,acc-25,1,245.0 GHS,Organic,6,Y
T9235,29-Dec-2024,C989,ACC-20,2,12933 NGN,Organic,3,N
T9236,16-Apr-2025,C3368,ACC-13,2,430.0 GHS,Referral,5,TRUE
T9237,16/11/24,cust_206,ACC-17,2,388.0 GHS,Organic,7,Y
T9238,26-Mar-2025,cust_5375,Wig-OMBRE-22,1,453333 NGN,Email,5,N
T9239,2024-07-30,cust_2908,ACC-12,2,316.0 GHS,Referral,7,N
T9240,18-Jul-2025,cust_1256,ACC-5,3,822.0 GHS,Meta Paid,5,NULL
T9241,17-Jan-2025,cust_4466,Wig-Tpart-12,3,10500.0 GHS,Referral,23,TRUE
T9242,2025-09-07,cust_5329,Wig-AFRO,1,3500.0 GHS,Organic,5,N
T9243,27/01/25,C1670,Wig-HDShort,3,19500.0 GHS,Email,44,NULL
T9244,08/10/24,cust_3356,ACC-12,3,474.0 GHS,Organic,7,TRUE
T9245,2025-04-26,C3560,ACC-23,1,14933 NGN,Referral,5,TRUE
T9246,12-Jul-2025,C5119,Wig-Short-10,2,7600.0 GHS,Google_Ads,36,TRUE
T9247,28/12/24,C4300,Wig-SWISS-18,3,982.84 USD,Referral,4,N
T9248,2025-06-28,C559,ACC-10,3,60.58 USD,Meta Paid,6,N
T9249,20/02/25,cust_1357,ACC-22,3,28.31 USD,Referral,4,N
T9250,09-Oct-2024,C4492,ACC-2,3,462.0 GHS,Organic,6,N
T9251,01-Dec-2024,C3588,ACC-8,1,239.0 GHS,Organic,7,N
T9252,22/07/25,cust_3437,Wig-BLOND-14,2,9000.0 GHS,Meta Paid,34,N
T9253,14-Nov-2024,cust_1910,Wig-STRA-16,3,19500.0 GHS,Organic,24,NULL
T9254,05-Jun-2025,C952,ACC-6,1,119.0 GHS,Google_Ads,3,N
T9255,11-Nov-2024,C743,acc-4,2,654.0 GHS,Referral,3,N
T9256,2025-02-20,C1666,ACC-22,2,236.0 GHS,Email,7,N
T9257,25/10/25,C1940,ACC-1,1,263.0 GHS,Organic,7,N
T9258,01/03/25,cust_1340,Wig-STRA-16,3,19500.0 GHS,Referral,4,N
T9259,2025-08-01,cust_4464,Wig-CURL-32,3,2800000 NGN,Meta Paid,4,N
T9260,2024-09-29,cust_2599,ACC-20,3,291.0 GHS,Email,4,N
T9261,07-Nov-2025,cust_5077,ACC-16,2,504.0 GHS,Organic,4,N
T9262,28/11/24,C1620,ACC-21,3,828.0 GHS,Organic,7,N
T9263,10-Jun-2025,cust_1499,Wig-Bone-30,3,1560000 NGN,Meta Paid,4,Y
T9264,2025-03-15,cust_3407,ACC-8,2,478.0 GHS,Email,3,N
T9265,2025-09-16,C1970,Wig-AFRO,2,7000.0 GHS,Referral,23,Y
T9266,2024-07-31,cust_2191,Wig-Short-10,1,3800.0 GHS,Organic,25,TRUE
T9267,28/07/25,cust_889,Wig-RED-14,3,21000.0 GHS,Meta Paid,4,TRUE
T9268,19/11/24,C4798,ACC-2,3,462.0 GHS,Organic,3,N
T9269,12-Jul-2025,C4840,Wig-CURL-32,2,28000.0 GHS,Meta Paid,44,N
T9270,2025-01-05,cust_5176,ACC-1,1,263.0 GHS,Organic,3,N
T9271,11-Feb-2025,cust_3719,Wig-Short-10,2,506666 NGN,Email,4,N
T9272,2024-11-17,C3688,Wig-Bone-30,2,15600.0 GHS,Organic,45,Y
T9273,20-Jun-2025,cust_3673,ACC-10,1,227.0 GHS,Google_Ads,7,N
T9274,10/09/25,cust_5372,Wig-HDC-24,2,19000.0 GHS,Referral,3,TRUE
T9275,2025-05-26,cust_4562,acc-4,2,654.0 GHS,Google_Ads,6,TRUE
T9276,10-Apr-2025,cust_2544,Wig-AFRO,1,3500.0 GHS,Organic,4,N
T9277,2024-11-21,cust_2794,ACC-23,2,29.04 USD,Referral,3,N
T9278,28/10/25,C4032,Wig-HDShort,1,6500.0 GHS,Organic,5,N
T9279,31/03/25,C4230,ACC-19,2,328.0 GHS,Organic,7,N
T9280,2025-02-24,C1080,Wig-AFRO,2,7000.0 GHS,Organic,44,TRUE
T9281,26-Jun-2025,cust_615,ACC-16,2,504.0 GHS,Meta Paid,5,NULL
T9282,2025-10-20,cust_1002,Wig-STRA-16,1,6500.0 GHS,Organic,21,NULL
T9283,23/10/25,C5096,ACC-12,3,474.0 GHS,Email,3,N
T9284,18-Jul-2025,C4137,ACC-22,3,354.0 GHS,Meta Paid,5,N
T9285,2024-08-30,C132,Wig-BLOND-14,3,13500.0 GHS,Organic,4,N
T9286,2024-11-08,cust_3957,ACC-18,1,12133 NGN,Organic,6,Y
T9287,2025-05-08,C3075,ACC-19,1,14.84 USD,Google_Ads,5,N
T9288,2025-02-27,cust_2631,Wig-Short-10,1,3800.0 GHS,Organic,20,N
T9289,03-Mar-2025,C934,ACC-24,1,11.88 USD,Organic,7,TRUE
T9290,08-Jul-2024,cust_1158,ACC-7,1,291.0 GHS,Organic,7,N
T9291,2025-04-02,cust_2914,Wig-HDShort,1,6500.0 GHS,Organic,7,NULL
T9292,17-Sep-2024,cust_637,ACC-13,1,215.0 GHS,Referral,3,N
T9293,03/04/25,C5052,Wig-HDC-24,3,1900000 NGN,Referral,4,N
T9294,2024-10-12,cust_2874,Wig-CURL-32,2,1866666 NGN,Organic,7,N
T9295,11/08/25,C1926,ACC-15,2,554.0 GHS,Meta Paid,4,N
T9296,10/03/25,cust_5289,Wig-Short-10,3,11400.0 GHS,Organic,26,N
T9297,17-Apr-2025,C3220,ACC-5,1,274.0 GHS,Email,5,N
T9298,2025-03-17,cust_913,Wig-AFRO,1,233333 NGN,Organic,41,N
T9299,11-Sep-2025,cust_2835,Wig-RED-14,1,466666 NGN,Organic,3,N
T9300,29/12/24,C1332,ACC-11,1,179.0 GHS,Organic,4,N
T9301,2025-06-11,cust_3753,ACC-1,3,789.0 GHS,Organic,5,N
T9302,31-Jul-2024,C4915,Wig-LUX-26,3,37500.0 GHS,Organic,4,N
T9303,30/10/24,C1690,ACC-21,1,276.0 GHS,Email,4,N
T9304,20-Jul-2025,cust_517,Wig-CURL-32,2,28000.0 GHS,Organic,25,N
T9305,25/12/24,cust_2563,Wig-STRA-16,3,19500.0 GHS,Referral,43,TRUE
T9306,2024-11-17,cust_5087,Wig-Short-10,2,539.99 USD,Email,4,N
T9307,07-Jan-2025,C1667,ACC-11,1,179.0 GHS,Email,6,N
T9308,13/09/25,C3946,ACC-17,1,194.0 GHS,Email,3,N
T9309,24/09/25,cust_3586,ACC-1,3,52600 NGN,Organic,5,N
T9310,2024-07-02,cust_5150,ACC-20,1,97.0 GHS,Organic,4,N
T9311,17-May-2025,cust_4338,ACC-3,3,912.0 GHS,Meta Paid,7,Y
T9312,17-Jul-2024,cust_4045,ACC-24,3,29800 NGN,Organic,3,N
T9313,11-Nov-2024,C4257,ACC-3,3,64.81 USD,Organic,5,Y
T9314,2025-05-27,C2943,ACC-2,3,462.0 GHS,Organic,3,N
T9315,25-Feb-2025,cust_4948,ACC-22,2,236.0 GHS,Organic,4,N
T9316,12-Dec-2024,cust_946,ACC-18,3,546.0 GHS,Email,3,N
T9317,11/07/25,cust_5402,acc-4,3,981.0 GHS,Meta Paid,4,N
T9318,07/08/24,cust_1129,ACC-23,2,29866 NGN,Referral,4,TRUE
T9319,02/05/25,cust_3515,Wig-Bone-30,2,1339.72 USD,Organic,29,N
T9320,2024-08-08,C5428,Wig-HDC-24,1,666.66 USD,Organic,3,N
T9321,02-Aug-2025,cust_5469,Wig-WAVY-20,2,16000.0 GHS,Google_Ads,22,N
T9322,2025-09-16,C4445,ACC-5,1,274.0 GHS,Organic,6,TRUE
T9323,2025-05-10,C4250,Wig-Short-10,3,11400.0 GHS,Google_Ads,29,NULL
T9324,2025-03-21,C1471,Wig-OMBRE-22,3,20400.0 GHS,Organic,3,N
T9325,2025-05-19,cust_4591,ACC-22,2,236.0 GHS,Google_Ads,5,N
T9326,2024-12-08,C5860,Wig-HDC-24,2,19000.0 GHS,Organic,41,NULL
T9327,2024-09-23,cust_3297,ACC-2,2,308.0 GHS,Organic,5,N
T9328,19/10/25,cust_1597,Wig-Short-10,2,7600.0 GHS,Organic,24,N
T9329,28-May-2025,cust_1131,Wig-Tpart-12,2,7000.0 GHS,Meta Paid,40,N
T9330,2024-12-07,cust_503,Wig-UPART-28,3,1980000 NGN,Referral,26,NULL
T9331,07-Jul-2025,C885,Wig-OMBRE-22,2,13600.0 GHS,Meta Paid,21,N
T9332,23-May-2025,cust_5255,ACC-9,3,78.79 USD,Organic,7,Y
T9333,2024-09-21,C142,ACC-20,1,97.0 GHS,Organic,7,N
T9334,23/11/24,cust_2431,ACC-10,3,46.53 USD,Organic,4,N
